type,geometry/type,geometry/coordinates/0,geometry/coordinates/1,properties/OBJECTID,properties/ID,properties/INDEX_PARC,properties/NOM,properties/ARROND,properties/TYPE
Feature,Point,-73.7013672231,45.5085948355,199,001-0031,2812-000,Arbri soleil,Saint-Laurent,Plein air
Feature,Point,-73.7130353775,45.5169522263,200,004-0458,2831-000,Aire de jeu  5 à 12 ans,Saint-Laurent,Aire de jeu - enfant
Feature,Point,-73.6725313142,45.5209195752,201,001-0032,2796-000,Arbri soleil,Saint-Laurent,Plein air
Feature,Point,-73.6720528894,45.5213241405,202,067-0019,2796-000,Scène,Saint-Laurent,Loisirs et détente
Feature,Point,-73.6712362615,45.5217454121,203,071-0065,2796-000,Sentier pédestre,Saint-Laurent,Plein air
Feature,Point,-73.6723154262,45.5211286046,204,005-0042,2796-000,Aire de jeu combiné,Saint-Laurent,Aire de jeu - enfant
Feature,Point,-73.552906177,45.5139075803,205,097-0003,0355-000,Fontaine,Ville-Marie,Loisirs et détente
Feature,Point,-73.5576904191,45.5271474568,206,097-0002,1269-000,Fontaine,Ville-Marie,Loisirs et détente
Feature,Point,-73.672045811,45.5205225132,207,097-0004,2796-000,Fontaine,Saint-Laurent,Loisirs et détente
Feature,Point,-73.6148755981,45.4726212133,208,003-0284,0170-000,Aire de jeu 18 mois à 5 ans,Côte-des-Neiges-Notre-Dame-de-Grâce,Aire de jeu - enfant
Feature,Point,-73.5751884066,45.5444851566,209,003-0121,0212-000,Aire de jeu 18 mois à 5 ans,Rosemont-La Petite-Patrie,Aire de jeu - enfant
Feature,Point,-73.6951705074,45.4413399443,210,002-0012,2396-000,Aire de glissade,Lachine,Loisirs et détente
Feature,Point,-73.7331456359,45.506727623,211,031-0018,2800-000,Étang / lac,Saint-Laurent,Plein air
Feature,Point,-73.7291854365,45.5078636473,212,031-0019,2805-000,Étang / lac,Saint-Laurent,Plein air
Feature,Point,-73.5986507043,45.4406526491,213,009-0065,0341-000,Aire de pique-nique,Le Sud-Ouest,Plein air
Feature,Point,-73.6080079665,45.4415436396,214,009-0066,0341-000,Aire de pique-nique,Le Sud-Ouest,Plein air
Feature,Point,-73.6069037326,45.4437988748,215,009-0067,0341-000,Aire de pique-nique,Le Sud-Ouest,Plein air
Feature,Point,-73.6294178082,45.5587599009,216,009-0068,0950-000,Aire de pique-nique,Villeray-Saint-Michel-Parc-Extension,Plein air
Feature,Point,-73.6262112296,45.5576504458,217,020-0028,0950-000,Belvédère,Villeray-Saint-Michel-Parc-Extension,Loisirs et détente
Feature,Point,-73.628329981,45.5583013515,218,001-0033,0950-000,Arbri soleil,Villeray-Saint-Michel-Parc-Extension,Plein air
Feature,Point,-73.6166396645,45.5603392021,219,020-0029,0950-000,Belvédère,Villeray-Saint-Michel-Parc-Extension,Loisirs et détente
Feature,Point,-73.6218610251,45.5649960964,220,009-0069,0950-000,Aire de pique-nique,Villeray-Saint-Michel-Parc-Extension,Plein air
Feature,Point,-73.6233076171,45.5641451168,221,020-0030,0950-000,Belvédère,Villeray-Saint-Michel-Parc-Extension,Loisirs et détente
Feature,Point,-73.6250064991,45.5647972548,222,070-0017,0950-000,Sentier de ski de fond,Villeray-Saint-Michel-Parc-Extension,Plein air
Feature,Point,-73.5697244505,45.4894168945,223,004-0319,0316-000,Aire de jeu  5 à 12 ans,Le Sud-Ouest,Aire de jeu - enfant
Feature,Point,-73.7691736971,45.5036964482,224,003-0233,2687-000,Aire de jeu 18 mois à 5 ans,Saint-Laurent,Aire de jeu - enfant
Feature,Point,-73.6382315586,45.5666287729,225,020-0031,0950-000,Belvédère,Villeray-Saint-Michel-Parc-Extension,Loisirs et détente
Feature,Point,-73.6413356306,45.5645884164,226,020-0032,0950-000,Belvédère,Villeray-Saint-Michel-Parc-Extension,Loisirs et détente
Feature,Point,-73.6106914669,45.441582984,227,003-0514,0341-000,Aire de jeu 18 mois à 5 ans,Le Sud-Ouest,Aire de jeu - enfant
Feature,Point,-73.6015593324,45.5574255708,228,009-0070,0947-000,Aire de pique-nique,Villeray-Saint-Michel-Parc-Extension,Plein air
Feature,Point,-73.6014845291,45.5575113205,229,042-0161,0947-000,Jeux d'eau,Villeray-Saint-Michel-Parc-Extension,Récréatif
Feature,Point,-73.6013203974,45.5573540491,230,003-0515,0947-000,Aire de jeu 18 mois à 5 ans,Villeray-Saint-Michel-Parc-Extension,Aire de jeu - enfant
Feature,Point,-73.4948049832,45.6857977679,231,102-0001,1083-000,Piste d'athlétisme (100m) et équipements,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
Feature,Point,-73.4901970444,45.6464575373,232,075-0095,1648-286,Soccer à 4-5,Rivière-des-Prairies-Pointe-aux-Trembles,
Feature,Point,-73.4898754026,45.6464100141,233,075-0096,1648-286,Soccer à 4-5,Rivière-des-Prairies-Pointe-aux-Trembles,
Feature,Point,-73.5593311574,45.6069268775,234,003-0494,2014-000,Aire de jeu 18 mois à 5 ans,Anjou,Aire de jeu - enfant
Feature,Point,-73.8820702797,45.4867604297,235,073-0051,2348-000,Soccer à 11,L'Île-Bizard-Sainte-Geneviève,Sportif
Feature,Point,-73.4978578722,45.6757489436,236,053-0092,0692-000,Patinoire sans bandes,Rivière-des-Prairies-Pointe-aux-Trembles,Récréatif
Feature,Point,-73.5096426006,45.6003593362,237,001-0034,,Arbri soleil,Mercier-Hochelaga-Maisonneuve,Plein air
Feature,Point,-73.5081889056,45.5952290252,238,001-0035,0121-000,Arbri soleil,Mercier-Hochelaga-Maisonneuve,Plein air
Feature,Point,-73.5084080154,45.5955805372,239,100-0005,0121-000,Sentier multifonctionnel,Mercier-Hochelaga-Maisonneuve,Plein air
Feature,Point,-73.5084481225,45.5949713027,240,009-0071,0121-000,Aire de pique-nique,Mercier-Hochelaga-Maisonneuve,Plein air
Feature,Point,-73.5930153098,45.4379056604,241,074-0021-76-S1,2913-000,Soccer sous-terrain à 7,Verdun,Sportif
Feature,Point,-73.5954248159,45.4266447083,242,067-0020,1215-000,Scène,LaSalle,Loisirs et détente
Feature,Point,-73.5936714948,45.586537325,243,081-0102,2859-000,Tennis,Saint-Léonard,Sportif
Feature,Point,-73.6335356138,45.4893219648,244,003-0281,0138-000,Aire de jeu 18 mois à 5 ans,Côte-des-Neiges-Notre-Dame-de-Grâce,Aire de jeu - enfant
Feature,Point,-73.5925663801,45.4294137023,245,056-0019,1215-000,Piste cyclable,LaSalle,Plein air
Feature,Point,-73.5882653099,45.42874348,246,020-0034,1215-000,Belvédère,LaSalle,Loisirs et détente
Feature,Point,-73.59527201,45.4264440683,247,063-0020,1215-000,Quai,LaSalle,Plein air
Feature,Point,-73.5955360578,45.4264323062,248,001-0036,1215-000,Arbri soleil,LaSalle,Plein air
Feature,Point,-73.5760510607,45.6354195348,249,073-0084-76-S1,0971-000,Soccer sous-terrain à 7,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
Feature,Point,-73.5756937609,45.6350760356,250,073-0084-76-S2,0971-000,Soccer sous-terrain à 7,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
Feature,Point,-73.6197819153,45.5482590218,251,003-0516,0238-000,Aire de jeu 18 mois à 5 ans,Villeray-Saint-Michel-Parc-Extension,Aire de jeu - enfant
Feature,Point,-73.6198863799,45.5483280709,252,009-0072,0238-000,Aire de pique-nique,Villeray-Saint-Michel-Parc-Extension,Plein air
Feature,Point,-73.621104926,45.543205963,253,042-0162,1071-000,Jeux d'eau,Villeray-Saint-Michel-Parc-Extension,Récréatif
Feature,Point,-73.621057691,45.5430639567,254,009-0073,1071-000,Aire de pique-nique,Villeray-Saint-Michel-Parc-Extension,Plein air
Feature,Point,-73.5198576017,45.6937101755,255,074-0024-76-S1,,Soccer sous-terrain à 7,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
Feature,Point,-73.5201424821,45.6941181206,256,074-0024-76-S2,,Soccer sous-terrain à 7,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
Feature,Point,-73.5579431874,45.6023606396,257,067-0015,2009-000,Scène,Anjou,Loisirs et détente
Feature,Point,-73.6228736138,45.5808089799,258,018-0049,0952-000,Basketball,Villeray-Saint-Michel-Parc-Extension,Récréatif
Feature,Point,-73.6227293131,45.5808543065,259,053-0093,0952-000,Patinoire sans bandes,Villeray-Saint-Michel-Parc-Extension,Récréatif
Feature,Point,-73.5674521053,45.5523715516,260,009-0074,0219-000,Aire de pique-nique,Rosemont-La Petite-Patrie,Plein air
Feature,Point,-73.5685421395,45.551331899,261,009-0075,0219-000,Aire de pique-nique,Rosemont-La Petite-Patrie,Plein air
Feature,Point,-73.6056176741,45.4567956512,262,065-0015,0345-000,Patinoire 4 saisons,Le Sud-Ouest,Récréatif
Feature,Point,-73.5617626176,45.5178811568,263,004-0171,0566-000,Aire de jeu  5 à 12 ans,Ville-Marie,Aire de jeu - enfant
Feature,Point,-73.5596021149,45.4973929069,264,003-0517,,Aire de jeu 18 mois à 5 ans,Ville-Marie,Aire de jeu - enfant
Feature,Point,-73.5593558388,45.4972428583,265,004-0462,,Aire de jeu  5 à 12 ans,Ville-Marie,Aire de jeu - enfant
Feature,Point,-73.5585028805,45.4971086844,266,012-0065,,Aire d'entraînement pour adultes,Ville-Marie,Loisirs et détente
Feature,Point,-73.5585963519,45.4970122587,267,054-0024,,Ping-pong,Ville-Marie,Loisirs et détente
Feature,Point,-73.4808983469,45.6980869385,268,089-0065,,Volleyball de plage,Rivière-des-Prairies-Pointe-aux-Trembles,Récréatif
Feature,Point,-73.9066079492,45.4587020145,269,071-0036,2723-000,Sentier pédestre,Pierrefonds-Roxboro,Plein air
Feature,Point,-73.5960418751,45.5647883815,270,003-0156,0943-000,Aire de jeu 18 mois à 5 ans,Villeray-Saint-Michel-Parc-Extension,Aire de jeu - enfant
Feature,Point,-73.5011619939,45.655253294,271,012-0025,0703-000,Aire d'entraînement pour adultes,Rivière-des-Prairies-Pointe-aux-Trembles,Loisirs et détente
Feature,Point,-73.5348386662,45.5896612913,272,003-0480,1266-000,Aire de jeu 18 mois à 5 ans,Mercier-Hochelaga-Maisonneuve,Aire de jeu - enfant
Feature,Point,-73.8734378857,45.4872998241,273,003-0247,2347-000,Aire de jeu 18 mois à 5 ans,L'Île-Bizard-Sainte-Geneviève,Aire de jeu - enfant
Feature,Point,-73.8446872177,45.502081611,274,016-0082,2700-004,Balle,Pierrefonds-Roxboro,Sportif
Feature,Point,-73.5840063604,45.6030898056,275,013-0044,2010-000,Aire d'exercice canin,Anjou,Loisirs et détente
Feature,Point,-73.6139657148,45.4244039055,276,004-0303,2467-000,Aire de jeu  5 à 12 ans,LaSalle,Aire de jeu - enfant
Feature,Point,-73.7082926041,45.440647073,277,075-0014,2430-004,Soccer à 4-5,Lachine,Sportif
Feature,Point,-73.6798101118,45.4443462237,278,052-0033,2430-002,Patinoire avec bandes,Lachine,Récréatif
Feature,Point,-73.5566326136,45.6024050141,279,076-0141-75-S2,2009-000,Soccer sous-terrain à 4-5,Anjou,Sportif
Feature,Point,-73.6264899592,45.4190838281,280,095-0051,2451-000,Pétanque,LaSalle,Loisirs et détente
Feature,Point,-73.8723934645,45.516881906,281,003-0262,2356-000,Aire de jeu 18 mois à 5 ans,L'Île-Bizard-Sainte-Geneviève,Aire de jeu - enfant
Feature,Point,-73.5584731165,45.5290279682,282,076-0043, ,Soccer à 7,Ville-Marie,Sportif
Feature,Point,-73.8703129872,45.461960502,283,081-0043,2724-000,Tennis,Pierrefonds-Roxboro,Sportif
Feature,Point,-73.5357613954,45.5138728542,284,004-0175,0391-000,Aire de jeu  5 à 12 ans,Ville-Marie,Aire de jeu - enfant
Feature,Point,-73.4980825106,45.6489303605,285,076-0104,0699-000,Soccer à 7,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
Feature,Point,-73.5994929123,45.4454697489,286,013-0031,0341-000,Aire d'exercice canin,Le Sud-Ouest,Loisirs et détente
Feature,Point,-73.6194824833,45.4969162072,287,053-0051,0509-000,Patinoire sans bandes,Côte-des-Neiges-Notre-Dame-de-Grâce,Récréatif
Feature,Point,-73.4937048967,45.6681357162,288,004-0339,0704-000,Aire de jeu  5 à 12 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
Feature,Point,-73.7182427257,45.4427513274,289,052-0034,2392-000,Patinoire avec bandes,Lachine,Récréatif
Feature,Point,-73.5570889139,45.455708012,290,073-0063,2891-000,Soccer à 11,Verdun,Sportif
Feature,Point,-73.5715966675,45.5690937715,291,012-0058,0209-000,Aire d'entraînement pour adultes,Rosemont-La Petite-Patrie,Loisirs et détente
Feature,Point,-73.5790671277,45.4486244071,292,081-0059,2920-000,Tennis,Verdun,Sportif
Feature,Point,-73.6200121303,45.483494413,293,053-0054,0137-000,Patinoire sans bandes,Côte-des-Neiges-Notre-Dame-de-Grâce,Récréatif
Feature,Point,-73.5516106579,45.5924735214,294,050-0091,2006-000,Pataugeoire,Anjou,Récréatif
Feature,Point,-73.6639296295,45.4291033691,295,004-0299,2463-000,Aire de jeu  5 à 12 ans,LaSalle,Aire de jeu - enfant
Feature,Point,-73.5586501868,45.5454619619,296,003-0140,0187-000,Aire de jeu 18 mois à 5 ans,Rosemont-La Petite-Patrie,Aire de jeu - enfant
Feature,Point,-73.6105551563,45.5200240499,297,049-0013,2622-000,Pastille - Basketball,Outremont,Récréatif
Feature,Point,-73.6271961335,45.5757694226,298,076-0041,0938-000,Soccer à 7,Villeray-Saint-Michel-Parc-Extension,Sportif
Feature,Point,-73.5933852593,45.6084216704,299,031-0015, ,Étang / lac,Anjou,Plein air
Feature,Point,-73.6426374215,45.5585900161,300,004-0059,0426-000,Aire de jeu  5 à 12 ans,Ahuntsic-Cartierville,Aire de jeu - enfant
Feature,Point,-73.6226013905,45.6273943954,301,095-0072, ,Pétanque,Montréal-Nord,Loisirs et détente
Feature,Point,-73.7236263224,45.5084660392,302,056-0001,3805-000,Piste cyclable,Saint-Laurent,Plein air
Feature,Point,-73.5112864839,45.6055795827,303,055-0064,0114-001,Piscine extérieure,Mercier-Hochelaga-Maisonneuve,Récréatif
Feature,Point,-73.8303340693,45.510931799,304,018-0071,2700-001,Basketball,Pierrefonds-Roxboro,Récréatif
Feature,Point,-73.888293467,45.4693106787,305,064-0008,2686-000,Rampe de mise à l'eau / descente de bateaux,Pierrefonds-Roxboro,Plein air
Feature,Point,-73.5703259085,45.5869749352,306,016-0157,2854-000,Balle,Saint-Léonard,Sportif
Feature,Point,-73.5687017678,45.5232223336,307,020-0001,0061-000,Belvédère,Le Plateau-Mont-Royal,Loisirs et détente
Feature,Point,-73.6360775796,45.5923735337,308,055-0062,2553-000,Piscine extérieure,Montréal-Nord,Récréatif
Feature,Point,-73.8027220817,45.5064350006,309,004-0220,2710-000,Aire de jeu  5 à 12 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
Feature,Point,-73.552180568,45.4549082545,310,022-0002,2890-000,Boisé,Verdun,Plein air
Feature,Point,-73.4906884326,45.6769411656,311,063-0014,1001-000,Quai,Rivière-des-Prairies-Pointe-aux-Trembles,Plein air
Feature,Point,-73.5611796117,45.4663063251,312,016-0099,2893-000,Balle,Verdun,Sportif
Feature,Point,-73.6485184509,45.5472103549,313,050-0018,0411-000,Pataugeoire,Ahuntsic-Cartierville,Récréatif
Feature,Point,-73.4956083836,45.6848620794,314,010-0024,1083-000,Aire de planche à roulette,Rivière-des-Prairies-Pointe-aux-Trembles,Récréatif
Feature,Point,-73.793002171,45.5038104768,315,004-0180,2715-000,Aire de jeu  5 à 12 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
Feature,Point,-73.6756531457,45.5392786713,316,089-0018,1860-012,Volleyball de plage,Ahuntsic-Cartierville,Récréatif
Feature,Point,-73.642877185,45.5821223141,317,003-0440,2559-000,Aire de jeu 18 mois à 5 ans,Montréal-Nord,Aire de jeu - enfant
Feature,Point,-73.528241635,45.5697449184,318,004-0422,0098-000,Aire de jeu  5 à 12 ans,Mercier-Hochelaga-Maisonneuve,Aire de jeu - enfant
Feature,Point,-73.768861439,45.5001655828,319,070-0001,9543-000,Sentier de ski de fond,Saint-Laurent,Plein air
Feature,Point,-73.6331687792,45.4907024045,320,076-0069,0138-000,Soccer à 7,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
Feature,Point,-73.8526807945,45.4990351919,321,052-0065,2662-000,Patinoire avec bandes,Pierrefonds-Roxboro,Récréatif
Feature,Point,-73.939682674,45.461694801,322,070-0021,9503-000,Sentier de ski de fond,Pierrefonds-Roxboro,Plein air
Feature,Point,-73.5646360236,45.5123221924,323,095-0042,0043-000,Pétanque,Ville-Marie,Loisirs et détente
Feature,Point,-73.6312187393,45.5050119819,324,070-0025,0146-000,Sentier de ski de fond,Côte-des-Neiges-Notre-Dame-de-Grâce,Plein air
Feature,Point,-73.6359178187,45.6006725612,325,016-0131,2560-000,Balle,Montréal-Nord,Sportif
Feature,Point,-73.5896133712,45.5385208785,326,003-0134,0126-000,Aire de jeu 18 mois à 5 ans,Rosemont-La Petite-Patrie,Aire de jeu - enfant
Feature,Point,-73.5831685272,45.5803972862,327,004-0447,2856-000,Aire de jeu  5 à 12 ans,Saint-Léonard,Aire de jeu - enfant
Feature,Point,-73.6761057761,45.5285685319,328,081-0003,2815-000,Tennis,Saint-Laurent,Sportif
Feature,Point,-73.6240365336,45.581487934,329,042-0044,0952-000,Jeux d'eau,Villeray-Saint-Michel-Parc-Extension,Récréatif
Feature,Point,-73.8881996369,45.4951691119,330,070-0023,9502-000,Sentier de ski de fond,L'Île-Bizard-Sainte-Geneviève,Plein air
Feature,Point,-73.6620625543,45.4294919379,331,073-0066-76-S1,2476-000,Soccer sous-terrain à 7,LaSalle,Sportif
Feature,Point,-73.61653531,45.6269790313,332,003-0382,1235-000,Aire de jeu 18 mois à 5 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
Feature,Point,-73.5978095256,45.5549915068,333,042-0039,0948-000,Jeux d'eau,Villeray-Saint-Michel-Parc-Extension,Récréatif
Feature,Point,-73.5501830299,45.6158986742,334,052-0126,2012-000,Patinoire avec bandes,Anjou,Récréatif
Feature,Point,-73.5783937644,45.5597102457,335,007-0001,0206-000,Aire de lancer athlétisme,Rosemont-La Petite-Patrie,Sportif
Feature,Point,-73.5563292779,45.521814082,336,003-0194,0592-000,Aire de jeu 18 mois à 5 ans,Ville-Marie,Aire de jeu - enfant
Feature,Point,-73.7146107469,45.4439471266,337,075-0020,2430-007,Soccer à 4-5,Lachine,Sportif
Feature,Point,-73.5515605246,45.5925853442,338,042-0133,2006-000,Jeux d'eau,Anjou,Récréatif
Feature,Point,-73.6197120676,45.5143785508,339,031-0009,2609-000,Étang / lac,Outremont,Plein air
Feature,Point,-73.5642604185,45.5123185251,340,052-0060,0043-000,Patinoire avec bandes,Ville-Marie,Récréatif
Feature,Point,-73.6871924263,45.5376931124,341,049-0006,0010-000,Pastille - Basketball,Ahuntsic-Cartierville,Récréatif
Feature,Point,-73.8333510231,45.5146842445,342,003-0215,2732-000,Aire de jeu 18 mois à 5 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
Feature,Point,-73.5962222437,45.5399270551,343,032-0008,0126-000,Fer / Galet,Rosemont-La Petite-Patrie,Loisirs et détente
Feature,Point,-73.5412534588,45.5488770655,344,004-0407,0086-000,Aire de jeu  5 à 12 ans,Mercier-Hochelaga-Maisonneuve,Aire de jeu - enfant
Feature,Point,-73.573830324,45.5395749856,345,095-0009,0047-000,Pétanque,Le Plateau-Mont-Royal,Loisirs et détente
Feature,Point,-73.6303905781,45.5345151459,346,073-0030-76-S1,0401-000,Soccer sous-terrain à 7,Villeray-Saint-Michel-Parc-Extension,Sportif
Feature,Point,-73.518810063,45.6911548,347,089-0049, ,Volleyball de plage,Rivière-des-Prairies-Pointe-aux-Trembles,Récréatif
Feature,Point,-73.5490372427,45.6172895383,348,018-0134,2012-000,Basketball,Anjou,Récréatif
Feature,Point,-73.5175612695,45.6904397687,349,073-0079-76-S1, ,Soccer sous-terrain à 7,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
Feature,Point,-73.6124598766,45.4200387944,350,052-0094,2469-000,Patinoire avec bandes,LaSalle,Récréatif
Feature,Point,-73.5982015293,45.4453137648,351,004-0308,0341-000,Aire de jeu  5 à 12 ans,Le Sud-Ouest,Aire de jeu - enfant
Feature,Point,-73.5811218547,45.5445914908,352,003-0137,0196-000,Aire de jeu 18 mois à 5 ans,Rosemont-La Petite-Patrie,Aire de jeu - enfant
Feature,Point,-73.6370361222,45.4204029909,353,076-0085,2442-000,Soccer à 7,LaSalle,Sportif
Feature,Point,-73.6429697062,45.5763660953,354,002-0011,0025-000,Aire de glissade,Ahuntsic-Cartierville,Loisirs et détente
Feature,Point,-73.4895171687,45.6463562985,355,075-0094,1648-286,Soccer à 4-5,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
Feature,Point,-73.7740751006,45.5003343229,356,003-0218,2719-000,Aire de jeu 18 mois à 5 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
Feature,Point,-73.6765903782,45.5285816638,357,049-0002,2815-000,Pastille - Basketball,Saint-Laurent,Récréatif
Feature,Point,-73.5704662034,45.5605550352,358,050-0033,0220-000,Pataugeoire,Rosemont-La Petite-Patrie,Récréatif
Feature,Point,-73.6752739819,45.5293321746,359,009-0007,2815-000,Aire de pique-nique,Saint-Laurent,Plein air
Feature,Point,-73.8714400737,45.5003474068,360,018-0075,2350-000,Basketball,L'Île-Bizard-Sainte-Geneviève,Récréatif
Feature,Point,-73.5591473708,45.6069762689,361,001-0024,2014-000,Arbri soleil,Anjou,Plein air
Feature,Point,-73.706736606,45.5099152792,362,071-0001,2791-000,Sentier pédestre,Saint-Laurent,Plein air
Feature,Point,-73.5618826976,45.517637217,363,003-0197,0566-000,Aire de jeu 18 mois à 5 ans,Ville-Marie,Aire de jeu - enfant
Feature,Point,-73.6422011718,45.5929199002,364,001-0018,2552-000,Arbri soleil,Montréal-Nord,Plein air
